step,ratio makespan
0,1.880982775479215
5000,1.7712027898314042
10000,1.6972400159219438
15000,1.5994936677197975
20000,1.5975441357098836
25000,1.4249155512660066
30000,1.3409267320542857
35000,1.2441674641606215
40000,1.2334002671441289
45000,1.2425404149153079
50000,1.215515608246599
55000,1.2172901087518149
60000,1.226836227789968
65000,1.1901611491730941
70000,1.1999553345076874
75000,1.244070841493766
80000,1.1940191871671424
85000,1.197866386612863
90000,1.183365917152545
95000,1.1887572033520728
100000,1.2030837516480208
105000,1.2015592474126187
110000,1.1766447926752353
115000,1.1755367827080767
120000,1.1783692501920315
125000,1.19639039490093
130000,1.1803147530763682
135000,1.177989304886109
140000,1.3479421720683245
145000,1.193999578742047
150000,1.2145952708388772
155000,1.2014061019442837
160000,1.1850811099317677
165000,1.1585561244220544
170000,1.176707937273408
175000,1.264786868009876
180000,1.1624544649471775
185000,1.1733686992603818
190000,1.162033493719918
195000,1.1940403969779463
200000,1.1600801950851725
205000,1.1713990183796625
210000,1.2225553595946062
215000,1.184696737577201
220000,1.1665698963645743
225000,1.1769567739033504
230000,1.1608607193044502
235000,1.164159680079576
240000,1.158338132445007
245000,1.9626453214974133
250000,1.168556520751064
255000,1.173941551278389
260000,1.1544149123213316
265000,1.1632768994248042
270000,1.1640238291873963
275000,1.1523942284159916
280000,1.1621641895810362
285000,1.2016457139403696
290000,1.1803674209074193
295000,1.1525295884874036
300000,1.1540482153112905
305000,1.165234944951135
310000,1.1606812242811477
315000,1.154193885782649
320000,1.1574310018456628
325000,1.1520646336675808
330000,1.1695043813005876
335000,1.16103886460193
340000,1.1608239896372723
345000,1.1563483589900196
350000,1.1470053236718178
355000,1.1564501088849442
360000,1.1499984400140506
365000,1.1484718676836063
370000,1.1534725579879088
375000,1.1498959945267986
380000,1.1533584547109157
385000,1.1645505864534444
390000,1.1512062681653537
395000,1.148976903555411
400000,1.147080819545826
405000,1.156058491083927
410000,1.1565450278431375
415000,1.1532104183187106
420000,1.1523287349773357
425000,1.1449272725011164
430000,1.1474632615626918
435000,1.1553910225305128
440000,1.1580358169528457
445000,1.1550311909521975
450000,1.158767959271278
455000,1.1548374772085483
460000,1.1467870778676597
465000,1.155246759444064
470000,1.1501490605095266
475000,1.1558690800917688
480000,1.1457469298005927
485000,1.1516245175634265
490000,1.1483394153204443
495000,1.1547299432500588
500000,1.1561745240359473
