step,ratio makespan
0,1.8570461544066276
50000,1.55826948902477
100000,1.500308175451295
150000,1.5254471526518786
200000,1.5076438442158343
250000,1.4901010538417655
300000,1.4519070208368698
350000,1.4740706518747511
400000,1.4777653012848605
450000,1.4985124551995662
500000,1.471545973098724
550000,1.4896579350088002
600000,1.5133868440080502
650000,1.5078249371252752
700000,1.456188644235418
750000,1.478530759782313
800000,1.4930776731651032
850000,1.4729490329045
900000,1.5107054770218952
950000,1.480592362416771
1000000,1.484373775258736
1050000,1.4679316258467736
1100000,1.4556076418851744
1150000,1.4546838706065432
1200000,1.4423911606108335
1250000,1.4531207723171608
1300000,1.4567206892556364
1350000,1.4344072272371302
1400000,1.4548369220857498
1450000,1.445762119691982
1500000,1.430336872976111
1550000,1.4675245998797592
1600000,1.454478878989444
1650000,1.4538921956378776
1700000,1.4321645693235263
1750000,1.427438947127037
1800000,1.4577740847730729
1850000,1.3324157134102125
1900000,1.3455729832151118
1950000,1.3142751663459805
2000000,1.2008321117635028
2050000,1.1869415298661008
2100000,1.1785268529936908
2150000,1.1830436823620636
2200000,1.1800459544306448
2250000,1.216711187576345
2300000,1.1831951308733863
2350000,1.1823231188279557
2400000,1.184040927092669
2450000,1.1886787708848146
2500000,1.173920145840877
2550000,1.1725683452036777
2600000,1.182118534322908
2650000,1.190525697443297
2700000,1.1822108710937151
2750000,1.1847282891158963
2800000,1.181746984948636
2850000,1.175560155197089
2900000,1.1771918178661631
2950000,1.1891727062125574
3000000,1.1700924885288806
3050000,1.1731418861601346
3100000,1.1784917030237108
3150000,1.1783335424300607
3200000,1.1766980800476623
3250000,1.1693752002877564
3300000,1.181745800581275
3350000,1.180039928304342
3400000,1.1752553741322689
3450000,1.1732872381957038
3500000,1.1700800167127066
3550000,1.15881726741523
3600000,1.1718671313666002
3650000,1.162121634934786
3700000,1.1595416756791692
3750000,1.1588805512967817
3800000,1.1518566373891974
3850000,1.1530057784416223
3900000,1.1613669210588664
3950000,1.16710472189074
4000000,1.165114901417477
