step,ratio makespan
0,1.928044016465504
50000,1.8646318593310127
100000,1.7849175072952157
150000,1.6488902434105823
200000,1.517724039945929
250000,1.5588053308996209
300000,1.512548533454242
350000,1.4653424985942383
400000,1.5200159452324717
450000,1.5421655012778916
500000,1.5392495988929104
550000,1.5333843865586829
600000,1.5253667050843269
650000,1.5209782253645458
700000,1.521812148135759
750000,1.512183200720515
800000,1.5039842497955584
850000,1.41590932339927
900000,1.3246315360481754
950000,1.2344178404415789
1000000,1.2309197018936903
1050000,1.238833953540044
1100000,1.240227813869211
1150000,1.2384547320928662
1200000,1.2420123631508113
1250000,1.2242064944062154
1300000,1.2314125015161745
1350000,1.2406500159996223
1400000,1.2353072435474492
1450000,1.230846778645378
1500000,1.2237863772721005
1550000,1.2325331819898748
1600000,1.2269268722310145
1650000,1.2307068869280126
1700000,1.2396852617352642
1750000,1.2319880836929744
1800000,1.2444613791170395
1850000,1.2357021957184346
1900000,1.2671949357700063
1950000,1.2330298234695746
2000000,1.2422812050301612
2050000,1.237258533226042
2100000,1.2358933904285205
2150000,1.2407404082122646
2200000,1.241447956895548
2250000,1.2336659916232226
2300000,1.2360465905011668
2350000,1.22550170414736
2400000,1.2146282930193848
2450000,1.2168895269307798
2500000,1.2157085231940718
2550000,1.2165371900808328
2600000,1.2215386998037165
2650000,1.2401876300822527
2700000,1.2345190557522167
2750000,1.2207914025805608
2800000,1.2367688220122528
2850000,1.2469569676474063
2900000,1.2216828691297154
2950000,1.2189501891519538
3000000,1.220916928336
3050000,1.21847088822388
3100000,1.2236975859139087
3150000,1.218699432705472
3200000,1.216951605397738
3250000,1.2259089642930427
3300000,1.22177734283925
3350000,1.2264597867534534
3400000,1.2287368311544255
3450000,1.2304953004909629
3500000,1.2234494222430212
3550000,1.216894745576916
3600000,1.2212548161600058
3650000,1.2246010284646382
3700000,1.2165034562911671
3750000,1.2122772888081252
3800000,1.227705892716462
3850000,1.2215537096646556
3900000,1.223974882854945
3950000,1.2428739179142487
4000000,1.21835601954417
