step,ratio makespan
0,2.09977027896124
50000,1.946501302803723
100000,1.8392566511399244
150000,1.7136563521294548
200000,1.6917763989818704
250000,1.6709718037412482
300000,1.6018574710218978
350000,1.5629920000708597
400000,1.5648509217046027
450000,1.632955705870374
500000,1.550558806540233
550000,1.5360382156871188
600000,1.5325596784418365
650000,1.527801889163818
700000,1.5184755228744542
750000,1.5329415993713904
800000,1.528636335397956
850000,1.5488069503647386
900000,1.5393309945243998
950000,1.548436816647731
1000000,1.5237081477407328
1050000,1.5241552707980353
1100000,1.5102595126767184
1150000,1.5247787146911018
1200000,1.5485692855481294
1250000,1.5224738952017696
1300000,1.530206624679157
1350000,1.535924578422639
1400000,1.5101122319444138
1450000,1.5201426699686074
1500000,1.525861960277294
1550000,1.5162586582112558
1600000,1.508985222682146
1650000,1.5233987302794487
1700000,1.548530034570807
1750000,1.537965820802199
1800000,1.521118896224528
1850000,1.522262351252694
1900000,1.519880207373527
1950000,1.5196204042714738
2000000,1.5010436488575385
2050000,1.5099666086848718
2100000,1.538552414354567
2150000,1.5172114206446412
2200000,1.5184940011924926
2250000,1.5195360400970224
2300000,1.5110352750063376
2350000,1.5143844781333615
2400000,1.5050361335593208
2450000,1.519342070092481
2500000,1.5184124982235403
2550000,1.5119485617980073
2600000,1.51925361781206
2650000,1.5179645292568702
2700000,1.488698905301688
2750000,1.5092844840355322
2800000,1.5044474514446655
2850000,1.4939886018116828
2900000,1.5044926706778
2950000,1.5015807071627632
3000000,1.5083214915012435
3050000,1.514010975020816
3100000,1.5023611491532818
3150000,1.5139544738537116
3200000,1.500497534147359
3250000,1.4951783697623338
3300000,1.4904065670934294
3350000,1.5023033146318938
3400000,1.541180198300652
3450000,1.5057056669793796
3500000,1.5121570827234967
3550000,1.4823391924314444
3600000,1.4886780394062773
3650000,1.5047349270615915
3700000,1.5057372518878736
3750000,1.4948322662837292
3800000,1.4868501422354354
3850000,1.5141130807743908
3900000,1.486643836106096
3950000,1.4865223329135389
4000000,1.4876462441728504
